"Date 
(month/day/year)",Market price ($/MWh),,,,,,,,,,,
12/08/2012 08:00,42.00,,,,,,,,,,,
12/08/2012 08:30,42.00,,,,,,,,,,,
12/08/2012 09:00,42.00,,,,,,,,,,,
12/08/2012 09:30,42.00,,,,,,,,,,,
12/08/2012 10:00,47.00,,,,,,,,,,,
12/08/2012 10:30,39.23,,,,,,,,,,,
12/08/2012 11:00,39.18,,,,,,,,,,,
12/08/2012 11:30,39.18,,,,,,,,,,,
12/08/2012 12:00,39.20,,,,,,,,,,,
12/08/2012 12:30,39.30,,,,,,,,,,,
12/08/2012 13:00,47.00,,,,,,,,,,,
12/08/2012 13:30,39.30,,,,,,,,,,,
12/08/2012 14:00,39.20,,,,,,,,,,,
12/08/2012 14:30,39.21,,,,,,,,,,,
12/08/2012 15:00,47.00,,,,,,,,,,,
12/08/2012 15:30,47.00,,,,,,,,,,,
12/08/2012 16:00,48.20,,,,,,,,,,,
12/08/2012 16:30,46.62,,,,,,,,,,,
12/08/2012 17:00,48.58,,,,,,,,,,,
12/08/2012 17:30,56.00,,,,,,,,,,,
12/08/2012 18:00,56.00,,,,,,,,,,,
12/08/2012 18:30,56.04,,,,,,,,,,,
12/08/2012 19:00,57.00,,,,,,,,,,,
12/08/2012 19:30,53.66,,,,,,,,,,,
12/08/2012 20:00,48.45,,,,,,,,,,,
12/08/2012 20:30,43.89,,,,,,,,,,,
12/08/2012 21:00,42.00,,,,,,,,,,,
12/08/2012 21:30,47.20,,,,,,,,,,,
12/08/2012 22:00,38.82,,,,,,,,,,,
12/08/2012 22:30,38.68,,,,,,,,,,,
12/08/2012 23:00,38.80,,,,,,,,,,,
12/08/2012 23:30,38.68,,,,,,,,,,,
13/08/2012 00:00,38.59,,,,,,,,,,,
13/08/2012 00:30,38.78,,,,,,,,,,,
13/08/2012 01:00,38.98,,,,,,,,,,,
13/08/2012 01:30,39.12,,,,,,,,,,,
13/08/2012 02:00,39.13,,,,,,,,,,,
13/08/2012 02:30,39.14,,,,,,,,,,,
13/08/2012 03:00,39.12,,,,,,,,,,,
13/08/2012 03:30,38.94,,,,,,,,,,,
13/08/2012 04:00,38.73,,,,,,,,,,,
13/08/2012 04:30,38.53,,,,,,,,,,,
13/08/2012 05:00,38.93,,,,,,,,,,,
13/08/2012 05:30,44.05,,,,,,,,,,,
13/08/2012 06:00,43.89,,,,,,,,,,,
13/08/2012 06:30,48.60,,,,,,,,,,,
13/08/2012 07:00,70.69,,,,,,,,,,,
13/08/2012 07:30,70.69,,,,,,,,,,,
13/08/2012 08:00,70.69,,,,,,,,,,,
13/08/2012 08:30,70.69,,,,,,,,,,,
13/08/2012 09:00,70.69,,,,,,,,,,,
13/08/2012 09:30,70.69,,,,,,,,,,,
13/08/2012 10:00,60.26,,,,,,,,,,,
13/08/2012 10:30,60.80,,,,,,,,,,,
13/08/2012 11:00,60.89,,,,,,,,,,,
13/08/2012 11:30,60.57,,,,,,,,,,,
13/08/2012 12:00,60.32,,,,,,,,,,,
13/08/2012 12:30,60.10,,,,,,,,,,,
13/08/2012 13:00,59.88,,,,,,,,,,,
13/08/2012 13:30,59.89,,,,,,,,,,,
13/08/2012 14:00,59.99,,,,,,,,,,,
13/08/2012 14:30,59.96,,,,,,,,,,,
13/08/2012 15:00,59.94,,,,,,,,,,,
13/08/2012 15:30,59.37,,,,,,,,,,,
13/08/2012 16:00,76.98,,,,,,,,,,,
13/08/2012 16:30,91.29,,,,,,,,,,,
13/08/2012 17:00,85.33,,,,,,,,,,,
13/08/2012 17:30,80.92,,,,,,,,,,,
13/08/2012 18:00,90.83,,,,,,,,,,,
13/08/2012 18:30,96.74,,,,,,,,,,,
13/08/2012 19:00,83.94,,,,,,,,,,,
13/08/2012 19:30,70.58,,,,,,,,,,,
13/08/2012 20:00,70.69,,,,,,,,,,,
13/08/2012 20:30,70.69,,,,,,,,,,,
13/08/2012 21:00,70.15,,,,,,,,,,,
13/08/2012 21:30,82.15,,,,,,,,,,,
13/08/2012 22:00,44.61,,,,,,,,,,,
13/08/2012 22:30,44.39,,,,,,,,,,,
13/08/2012 23:00,41.78,,,,,,,,,,,
13/08/2012 23:30,39.27,,,,,,,,,,,
14/08/2012 00:00,39.21,,,,,,,,,,,
14/08/2012 00:30,39.22,,,,,,,,,,,
14/08/2012 01:00,39.14,,,,,,,,,,,
14/08/2012 01:30,39.15,,,,,,,,,,,
14/08/2012 02:00,39.16,,,,,,,,,,,
14/08/2012 02:30,39.17,,,,,,,,,,,
14/08/2012 03:00,39.16,,,,,,,,,,,
14/08/2012 03:30,39.15,,,,,,,,,,,
14/08/2012 04:00,39.13,,,,,,,,,,,
14/08/2012 04:30,39.00,,,,,,,,,,,
14/08/2012 05:00,41.81,,,,,,,,,,,
14/08/2012 05:30,43.85,,,,,,,,,,,
14/08/2012 06:00,46.35,,,,,,,,,,,
14/08/2012 06:30,47.36,,,,,,,,,,,
14/08/2012 07:00,70.69,,,,,,,,,,,
14/08/2012 07:30,70.69,,,,,,,,,,,
14/08/2012 08:00,85.32,,,,,,,,,,,
14/08/2012 08:30,70.69,,,,,,,,,,,
14/08/2012 09:00,72.69,,,,,,,,,,,
14/08/2012 09:30,72.63,,,,,,,,,,,
14/08/2012 10:00,67.14,,,,,,,,,,,
14/08/2012 10:30,58.59,,,,,,,,,,,
14/08/2012 11:00,57.57,,,,,,,,,,,
14/08/2012 11:30,57.55,,,,,,,,,,,
14/08/2012 12:00,58.96,,,,,,,,,,,
14/08/2012 12:30,58.95,,,,,,,,,,,
14/08/2012 13:00,58.98,,,,,,,,,,,
14/08/2012 13:30,58.99,,,,,,,,,,,
14/08/2012 14:00,58.99,,,,,,,,,,,
14/08/2012 14:30,58.97,,,,,,,,,,,
14/08/2012 15:00,58.95,,,,,,,,,,,
14/08/2012 15:30,58.58,,,,,,,,,,,
14/08/2012 16:00,70.69,,,,,,,,,,,
14/08/2012 16:30,70.69,,,,,,,,,,,
14/08/2012 17:00,70.69,,,,,,,,,,,
14/08/2012 17:30,74.17,,,,,,,,,,,
14/08/2012 18:00,83.04,,,,,,,,,,,
14/08/2012 18:30,83.26,,,,,,,,,,,
14/08/2012 19:00,84.10,,,,,,,,,,,
14/08/2012 19:30,86.29,,,,,,,,,,,
14/08/2012 20:00,78.50,,,,,,,,,,,
14/08/2012 20:30,69.37,,,,,,,,,,,
14/08/2012 21:00,69.00,,,,,,,,,,,
14/08/2012 21:30,62.45,,,,,,,,,,,
14/08/2012 22:00,39.90,,,,,,,,,,,
14/08/2012 22:30,39.30,,,,,,,,,,,
14/08/2012 23:00,39.18,,,,,,,,,,,
14/08/2012 23:30,39.16,,,,,,,,,,,
15/08/2012 00:00,39.18,,,,,,,,,,,
15/08/2012 00:30,39.20,,,,,,,,,,,
15/08/2012 01:00,39.20,,,,,,,,,,,
15/08/2012 01:30,39.18,,,,,,,,,,,
15/08/2012 02:00,39.20,,,,,,,,,,,
15/08/2012 02:30,39.16,,,,,,,,,,,
15/08/2012 03:00,39.17,,,,,,,,,,,
15/08/2012 03:30,39.23,,,,,,,,,,,
15/08/2012 04:00,39.20,,,,,,,,,,,
15/08/2012 04:30,39.17,,,,,,,,,,,
15/08/2012 05:00,39.19,,,,,,,,,,,
15/08/2012 05:30,41.34,,,,,,,,,,,
15/08/2012 06:00,43.57,,,,,,,,,,,
15/08/2012 06:30,45.50,,,,,,,,,,,
15/08/2012 07:00,70.69,,,,,,,,,,,
15/08/2012 07:30,70.69,,,,,,,,,,,
15/08/2012 08:00,82.72,,,,,,,,,,,
15/08/2012 08:30,90.69,,,,,,,,,,,
15/08/2012 09:00,81.63,,,,,,,,,,,
15/08/2012 09:30,74.24,,,,,,,,,,,
15/08/2012 10:00,82.26,,,,,,,,,,,
15/08/2012 10:30,82.26,,,,,,,,,,,
15/08/2012 11:00,82.26,,,,,,,,,,,
15/08/2012 11:30,82.26,,,,,,,,,,,
15/08/2012 12:00,82.26,,,,,,,,,,,
15/08/2012 12:30,79.58,,,,,,,,,,,
15/08/2012 13:00,72.69,,,,,,,,,,,
15/08/2012 13:30,72.69,,,,,,,,,,,
15/08/2012 14:00,72.69,,,,,,,,,,,
15/08/2012 14:30,72.69,,,,,,,,,,,
15/08/2012 15:00,72.69,,,,,,,,,,,
15/08/2012 15:30,74.24,,,,,,,,,,,
15/08/2012 16:00,92.26,,,,,,,,,,,
15/08/2012 16:30,91.29,,,,,,,,,,,
15/08/2012 17:00,87.28,,,,,,,,,,,
15/08/2012 17:30,89.66,,,,,,,,,,,
15/08/2012 18:00,84.96,,,,,,,,,,,
15/08/2012 18:30,93.76,,,,,,,,,,,
15/08/2012 19:00,89.16,,,,,,,,,,,
15/08/2012 19:30,87.74,,,,,,,,,,,
15/08/2012 20:00,87.98,,,,,,,,,,,
15/08/2012 20:30,87.16,,,,,,,,,,,
15/08/2012 21:00,84.93,,,,,,,,,,,
15/08/2012 21:30,80.24,,,,,,,,,,,
15/08/2012 22:00,47.29,,,,,,,,,,,
15/08/2012 22:30,45.48,,,,,,,,,,,
15/08/2012 23:00,41.67,,,,,,,,,,,
15/08/2012 23:30,41.10,,,,,,,,,,,
16/08/2012 00:00,39.22,,,,,,,,,,,
16/08/2012 00:30,39.21,,,,,,,,,,,
16/08/2012 01:00,39.17,,,,,,,,,,,
16/08/2012 01:30,39.19,,,,,,,,,,,
16/08/2012 02:00,39.20,,,,,,,,,,,
16/08/2012 02:30,39.18,,,,,,,,,,,
16/08/2012 03:00,39.18,,,,,,,,,,,
16/08/2012 03:30,39.24,,,,,,,,,,,
16/08/2012 04:00,39.53,,,,,,,,,,,
16/08/2012 04:30,41.62,,,,,,,,,,,
16/08/2012 05:00,43.52,,,,,,,,,,,
16/08/2012 05:30,48.79,,,,,,,,,,,
16/08/2012 06:00,63.50,,,,,,,,,,,
16/08/2012 06:30,74.60,,,,,,,,,,,
16/08/2012 07:00,90.51,,,,,,,,,,,
16/08/2012 07:30,89.37,,,,,,,,,,,
16/08/2012 08:00,95.93,,,,,,,,,,,
16/08/2012 08:30,75.00,,,,,,,,,,,
16/08/2012 09:00,75.00,,,,,,,,,,,
16/08/2012 09:30,75.00,,,,,,,,,,,
16/08/2012 10:00,69.85,,,,,,,,,,,
16/08/2012 10:30,57.11,,,,,,,,,,,
16/08/2012 11:00,57.05,,,,,,,,,,,
16/08/2012 11:30,57.05,,,,,,,,,,,
16/08/2012 12:00,57.05,,,,,,,,,,,
16/08/2012 12:30,57.05,,,,,,,,,,,
16/08/2012 13:00,57.04,,,,,,,,,,,
16/08/2012 13:30,57.03,,,,,,,,,,,
16/08/2012 14:00,58.37,,,,,,,,,,,
16/08/2012 14:30,61.23,,,,,,,,,,,
16/08/2012 15:00,60.80,,,,,,,,,,,
16/08/2012 15:30,59.93,,,,,,,,,,,
16/08/2012 16:00,58.88,,,,,,,,,,,
16/08/2012 16:30,70.69,,,,,,,,,,,
16/08/2012 17:00,75.00,,,,,,,,,,,
16/08/2012 17:30,75.00,,,,,,,,,,,
16/08/2012 18:00,83.03,,,,,,,,,,,
16/08/2012 18:30,91.78,,,,,,,,,,,
16/08/2012 19:00,91.53,,,,,,,,,,,
16/08/2012 19:30,87.49,,,,,,,,,,,
16/08/2012 20:00,82.21,,,,,,,,,,,
16/08/2012 20:30,75.00,,,,,,,,,,,
16/08/2012 21:00,89.31,,,,,,,,,,,
16/08/2012 21:30,81.49,,,,,,,,,,,
16/08/2012 22:00,45.38,,,,,,,,,,,
16/08/2012 22:30,45.72,,,,,,,,,,,
16/08/2012 23:00,43.50,,,,,,,,,,,
16/08/2012 23:30,41.70,,,,,,,,,,,
17/08/2012 00:00,39.24,,,,,,,,,,,
17/08/2012 00:30,39.21,,,,,,,,,,,
17/08/2012 01:00,39.15,,,,,,,,,,,
17/08/2012 01:30,39.15,,,,,,,,,,,
17/08/2012 02:00,39.17,,,,,,,,,,,
17/08/2012 02:30,39.18,,,,,,,,,,,
17/08/2012 03:00,39.18,,,,,,,,,,,
17/08/2012 03:30,39.40,,,,,,,,,,,
17/08/2012 04:00,39.64,,,,,,,,,,,
17/08/2012 04:30,43.04,,,,,,,,,,,
17/08/2012 05:00,41.96,,,,,,,,,,,
17/08/2012 05:30,43.43,,,,,,,,,,,
17/08/2012 06:00,45.76,,,,,,,,,,,
17/08/2012 06:30,47.27,,,,,,,,,,,
17/08/2012 07:00,75.00,,,,,,,,,,,
17/08/2012 07:30,75.00,,,,,,,,,,,
17/08/2012 08:00,81.30,,,,,,,,,,,
17/08/2012 08:30,86.48,,,,,,,,,,,
17/08/2012 09:00,86.69,,,,,,,,,,,
17/08/2012 09:30,70.37,,,,,,,,,,,
17/08/2012 10:00,61.43,,,,,,,,,,,
17/08/2012 10:30,66.79,,,,,,,,,,,
17/08/2012 11:00,66.17,,,,,,,,,,,
17/08/2012 11:30,66.79,,,,,,,,,,,
17/08/2012 12:00,66.79,,,,,,,,,,,
17/08/2012 12:30,66.79,,,,,,,,,,,
17/08/2012 13:00,66.79,,,,,,,,,,,
17/08/2012 13:30,66.79,,,,,,,,,,,
17/08/2012 14:00,66.79,,,,,,,,,,,
17/08/2012 14:30,66.79,,,,,,,,,,,
17/08/2012 15:00,66.79,,,,,,,,,,,
17/08/2012 15:30,61.69,,,,,,,,,,,
17/08/2012 16:00,66.72,,,,,,,,,,,
17/08/2012 16:30,78.11,,,,,,,,,,,
17/08/2012 17:00,90.00,,,,,,,,,,,
17/08/2012 17:30,94.98,,,,,,,,,,,
17/08/2012 18:00,80.76,,,,,,,,,,,
17/08/2012 18:30,80.24,,,,,,,,,,,
17/08/2012 19:00,80.93,,,,,,,,,,,
17/08/2012 19:30,79.35,,,,,,,,,,,
17/08/2012 20:00,75.00,,,,,,,,,,,
17/08/2012 20:30,75.00,,,,,,,,,,,
17/08/2012 21:00,75.00,,,,,,,,,,,
17/08/2012 21:30,75.00,,,,,,,,,,,
17/08/2012 22:00,59.73,,,,,,,,,,,
17/08/2012 22:30,57.51,,,,,,,,,,,
17/08/2012 23:00,57.51,,,,,,,,,,,
17/08/2012 23:30,53.83,,,,,,,,,,,
18/08/2012 00:00,52.08,,,,,,,,,,,
18/08/2012 00:30,50.90,,,,,,,,,,,
18/08/2012 01:00,47.31,,,,,,,,,,,
18/08/2012 01:30,47.30,,,,,,,,,,,
18/08/2012 02:00,47.30,,,,,,,,,,,
18/08/2012 02:30,47.30,,,,,,,,,,,
18/08/2012 03:00,47.30,,,,,,,,,,,
18/08/2012 03:30,47.30,,,,,,,,,,,
18/08/2012 04:00,47.43,,,,,,,,,,,
18/08/2012 04:30,47.17,,,,,,,,,,,
18/08/2012 05:00,48.15,,,,,,,,,,,
18/08/2012 05:30,48.60,,,,,,,,,,,
18/08/2012 06:00,57.51,,,,,,,,,,,
18/08/2012 06:30,58.59,,,,,,,,,,,
18/08/2012 07:00,75.00,,,,,,,,,,,
18/08/2012 07:30,75.00,,,,,,,,,,,
18/08/2012 08:00,75.00,,,,,,,,,,,
18/08/2012 08:30,67.56,,,,,,,,,,,
18/08/2012 09:00,66.79,,,,,,,,,,,
18/08/2012 09:30,66.79,,,,,,,,,,,
18/08/2012 10:00,66.79,,,,,,,,,,,
18/08/2012 10:30,66.79,,,,,,,,,,,
18/08/2012 11:00,59.96,,,,,,,,,,,
18/08/2012 11:30,60.63,,,,,,,,,,,
18/08/2012 12:00,60.41,,,,,,,,,,,
18/08/2012 12:30,60.19,,,,,,,,,,,
18/08/2012 13:00,59.76,,,,,,,,,,,
18/08/2012 13:30,59.48,,,,,,,,,,,
18/08/2012 14:00,59.75,,,,,,,,,,,
18/08/2012 14:30,59.68,,,,,,,,,,,
18/08/2012 15:00,57.51,,,,,,,,,,,
18/08/2012 15:30,57.51,,,,,,,,,,,
18/08/2012 16:00,57.51,,,,,,,,,,,
18/08/2012 16:30,66.79,,,,,,,,,,,
18/08/2012 17:00,65.44,,,,,,,,,,,
18/08/2012 17:30,71.02,,,,,,,,,,,
18/08/2012 18:00,74.11,,,,,,,,,,,
18/08/2012 18:30,73.07,,,,,,,,,,,
18/08/2012 19:00,70.47,,,,,,,,,,,
18/08/2012 19:30,67.36,,,,,,,,,,,
18/08/2012 20:00,66.79,,,,,,,,,,,
18/08/2012 20:30,62.19,,,,,,,,,,,
18/08/2012 21:00,59.73,,,,,,,,,,,
18/08/2012 21:30,59.73,,,,,,,,,,,
18/08/2012 22:00,58.59,,,,,,,,,,,
18/08/2012 22:30,58.59,,,,,,,,,,,
18/08/2012 23:00,55.11,,,,,,,,,,,
18/08/2012 23:30,51.95,,,,,,,,,,,
19/08/2012 00:00,46.96,,,,,,,,,,,
19/08/2012 00:30,44.83,,,,,,,,,,,
19/08/2012 01:00,45.16,,,,,,,,,,,
19/08/2012 01:30,43.50,,,,,,,,,,,
19/08/2012 02:00,43.50,,,,,,,,,,,
19/08/2012 02:30,43.50,,,,,,,,,,,
19/08/2012 03:00,42.20,,,,,,,,,,,
19/08/2012 03:30,39.16,,,,,,,,,,,
19/08/2012 04:00,39.16,,,,,,,,,,,
19/08/2012 04:30,39.15,,,,,,,,,,,
19/08/2012 05:00,42.06,,,,,,,,,,,
19/08/2012 05:30,41.93,,,,,,,,,,,
19/08/2012 06:00,41.70,,,,,,,,,,,
19/08/2012 06:30,42.58,,,,,,,,,,,
19/08/2012 07:00,48.90,,,,,,,,,,,
19/08/2012 07:30,57.43,,,,,,,,,,,
19/08/2012 08:00,63.25,,,,,,,,,,,
19/08/2012 08:30,66.79,,,,,,,,,,,
19/08/2012 09:00,61.05,,,,,,,,,,,
19/08/2012 09:30,61.22,,,,,,,,,,,
19/08/2012 10:00,61.22,,,,,,,,,,,
19/08/2012 10:30,61.22,,,,,,,,,,,
19/08/2012 11:00,59.73,,,,,,,,,,,
19/08/2012 11:30,61.22,,,,,,,,,,,
19/08/2012 12:00,61.22,,,,,,,,,,,
19/08/2012 12:30,61.22,,,,,,,,,,,
19/08/2012 13:00,61.22,,,,,,,,,,,
19/08/2012 13:30,61.22,,,,,,,,,,,
19/08/2012 14:00,61.22,,,,,,,,,,,
19/08/2012 14:30,61.22,,,,,,,,,,,
19/08/2012 15:00,60.94,,,,,,,,,,,
19/08/2012 15:30,58.59,,,,,,,,,,,
19/08/2012 16:00,66.79,,,,,,,,,,,
19/08/2012 16:30,81.79,,,,,,,,,,,
19/08/2012 17:00,66.79,,,,,,,,,,,
19/08/2012 17:30,71.41,,,,,,,,,,,
19/08/2012 18:00,75.65,,,,,,,,,,,
19/08/2012 18:30,74.31,,,,,,,,,,,
19/08/2012 19:00,73.69,,,,,,,,,,,
19/08/2012 19:30,76.85,,,,,,,,,,,
19/08/2012 20:00,71.18,,,,,,,,,,,
19/08/2012 20:30,66.79,,,,,,,,,,,
19/08/2012 21:00,66.79,,,,,,,,,,,
19/08/2012 21:30,66.79,,,,,,,,,,,
19/08/2012 22:00,57.90,,,,,,,,,,,
19/08/2012 22:30,53.86,,,,,,,,,,,
19/08/2012 23:00,51.23,,,,,,,,,,,
19/08/2012 23:30,48.89,,,,,,,,,,,
20/08/2012 00:00,46.04,,,,,,,,,,,
20/08/2012 00:30,45.22,,,,,,,,,,,
20/08/2012 01:00,45.00,,,,,,,,,,,
20/08/2012 01:30,43.50,,,,,,,,,,,
20/08/2012 02:00,43.50,,,,,,,,,,,
20/08/2012 02:30,45.00,,,,,,,,,,,
20/08/2012 03:00,45.00,,,,,,,,,,,
20/08/2012 03:30,44.58,,,,,,,,,,,
20/08/2012 04:00,45.00,,,,,,,,,,,
20/08/2012 04:30,48.91,,,,,,,,,,,
20/08/2012 05:00,54.22,,,,,,,,,,,
20/08/2012 05:30,59.88,,,,,,,,,,,
20/08/2012 06:00,62.49,,,,,,,,,,,
20/08/2012 06:30,64.17,,,,,,,,,,,
20/08/2012 07:00,110.02,,,,,,,,,,,
20/08/2012 07:30,112.08,,,,,,,,,,,
20/08/2012 08:00,120.39,,,,,,,,,,,
20/08/2012 08:30,122.85,,,,,,,,,,,
20/08/2012 09:00,108.71,,,,,,,,,,,
20/08/2012 09:30,105.02,,,,,,,,,,,
20/08/2012 10:00,97.03,,,,,,,,,,,
20/08/2012 10:30,90.00,,,,,,,,,,,
20/08/2012 11:00,90.00,,,,,,,,,,,
20/08/2012 11:30,90.00,,,,,,,,,,,
20/08/2012 12:00,85.00,,,,,,,,,,,
20/08/2012 12:30,85.00,,,,,,,,,,,
20/08/2012 13:00,85.00,,,,,,,,,,,
20/08/2012 13:30,85.00,,,,,,,,,,,
20/08/2012 14:00,85.00,,,,,,,,,,,
20/08/2012 14:30,85.00,,,,,,,,,,,
20/08/2012 15:00,85.00,,,,,,,,,,,
20/08/2012 15:30,85.00,,,,,,,,,,,
20/08/2012 16:00,90.00,,,,,,,,,,,
20/08/2012 16:30,106.80,,,,,,,,,,,
20/08/2012 17:00,112.80,,,,,,,,,,,
20/08/2012 17:30,118.72,,,,,,,,,,,
20/08/2012 18:00,121.06,,,,,,,,,,,
20/08/2012 18:30,121.49,,,,,,,,,,,
20/08/2012 19:00,121.89,,,,,,,,,,,
20/08/2012 19:30,121.71,,,,,,,,,,,
20/08/2012 20:00,120.40,,,,,,,,,,,
20/08/2012 20:30,115.57,,,,,,,,,,,
20/08/2012 21:00,113.42,,,,,,,,,,,
20/08/2012 21:30,98.77,,,,,,,,,,,
20/08/2012 22:00,66.74,,,,,,,,,,,
20/08/2012 22:30,64.78,,,,,,,,,,,
20/08/2012 23:00,58.59,,,,,,,,,,,
20/08/2012 23:30,66.79,,,,,,,,,,,
21/08/2012 00:00,72.00,,,,,,,,,,,
21/08/2012 00:30,66.79,,,,,,,,,,,
21/08/2012 01:00,66.79,,,,,,,,,,,
21/08/2012 01:30,66.79,,,,,,,,,,,
21/08/2012 02:00,66.79,,,,,,,,,,,
21/08/2012 02:30,63.67,,,,,,,,,,,
21/08/2012 03:00,59.32,,,,,,,,,,,
21/08/2012 03:30,66.79,,,,,,,,,,,
21/08/2012 04:00,66.79,,,,,,,,,,,
21/08/2012 04:30,72.00,,,,,,,,,,,
21/08/2012 05:00,58.59,,,,,,,,,,,
21/08/2012 05:30,66.79,,,,,,,,,,,
21/08/2012 06:00,70.28,,,,,,,,,,,
21/08/2012 06:30,85.00,,,,,,,,,,,
21/08/2012 07:00,106.90,,,,,,,,,,,
21/08/2012 07:30,101.95,,,,,,,,,,,
21/08/2012 08:00,105.60,,,,,,,,,,,
21/08/2012 08:30,99.92,,,,,,,,,,,
21/08/2012 09:00,75.00,,,,,,,,,,,
21/08/2012 09:30,97.28,,,,,,,,,,,
21/08/2012 10:00,85.33,,,,,,,,,,,
21/08/2012 10:30,78.59,,,,,,,,,,,
21/08/2012 11:00,78.59,,,,,,,,,,,
21/08/2012 11:30,78.59,,,,,,,,,,,
21/08/2012 12:00,66.79,,,,,,,,,,,
21/08/2012 12:30,66.79,,,,,,,,,,,
21/08/2012 13:00,66.79,,,,,,,,,,,
21/08/2012 13:30,78.59,,,,,,,,,,,
21/08/2012 14:00,78.59,,,,,,,,,,,
21/08/2012 14:30,78.59,,,,,,,,,,,
21/08/2012 15:00,78.59,,,,,,,,,,,
21/08/2012 15:30,78.59,,,,,,,,,,,
21/08/2012 16:00,66.79,,,,,,,,,,,
21/08/2012 16:30,92.00,,,,,,,,,,,
21/08/2012 17:00,110.00,,,,,,,,,,,
21/08/2012 17:30,107.56,,,,,,,,,,,
21/08/2012 18:00,87.99,,,,,,,,,,,
21/08/2012 18:30,96.45,,,,,,,,,,,
21/08/2012 19:00,93.02,,,,,,,,,,,
21/08/2012 19:30,87.38,,,,,,,,,,,
21/08/2012 20:00,77.25,,,,,,,,,,,
21/08/2012 20:30,75.00,,,,,,,,,,,
21/08/2012 21:00,75.00,,,,,,,,,,,
21/08/2012 21:30,68.93,,,,,,,,,,,
21/08/2012 22:00,58.83,,,,,,,,,,,
21/08/2012 22:30,55.86,,,,,,,,,,,
21/08/2012 23:00,52.40,,,,,,,,,,,
21/08/2012 23:30,49.62,,,,,,,,,,,
22/08/2012 00:00,47.12,,,,,,,,,,,
22/08/2012 00:30,45.43,,,,,,,,,,,
22/08/2012 01:00,44.90,,,,,,,,,,,
22/08/2012 01:30,44.90,,,,,,,,,,,
22/08/2012 02:00,44.90,,,,,,,,,,,
22/08/2012 02:30,44.90,,,,,,,,,,,
22/08/2012 03:00,44.90,,,,,,,,,,,
22/08/2012 03:30,44.90,,,,,,,,,,,
22/08/2012 04:00,44.97,,,,,,,,,,,
22/08/2012 04:30,49.02,,,,,,,,,,,
22/08/2012 05:00,54.79,,,,,,,,,,,
22/08/2012 05:30,58.13,,,,,,,,,,,
22/08/2012 06:00,60.32,,,,,,,,,,,
22/08/2012 06:30,65.95,,,,,,,,,,,
22/08/2012 07:00,85.33,,,,,,,,,,,
22/08/2012 07:30,100.89,,,,,,,,,,,
22/08/2012 08:00,97.10,,,,,,,,,,,
22/08/2012 08:30,99.16,,,,,,,,,,,
22/08/2012 09:00,97.61,,,,,,,,,,,
22/08/2012 09:30,97.78,,,,,,,,,,,
22/08/2012 10:00,91.00,,,,,,,,,,,
22/08/2012 10:30,85.33,,,,,,,,,,,
22/08/2012 11:00,85.33,,,,,,,,,,,
22/08/2012 11:30,88.26,,,,,,,,,,,
22/08/2012 12:00,85.33,,,,,,,,,,,
22/08/2012 12:30,85.33,,,,,,,,,,,
22/08/2012 13:00,85.33,,,,,,,,,,,
22/08/2012 13:30,85.33,,,,,,,,,,,
22/08/2012 14:00,85.33,,,,,,,,,,,
22/08/2012 14:30,85.33,,,,,,,,,,,
22/08/2012 15:00,85.33,,,,,,,,,,,
22/08/2012 15:30,92.00,,,,,,,,,,,
22/08/2012 16:00,92.00,,,,,,,,,,,
22/08/2012 16:30,90.00,,,,,,,,,,,
22/08/2012 17:00,95.00,,,,,,,,,,,
22/08/2012 17:30,95.00,,,,,,,,,,,
22/08/2012 18:00,93.41,,,,,,,,,,,
22/08/2012 18:30,92.51,,,,,,,,,,,
22/08/2012 19:00,120.08,,,,,,,,,,,
22/08/2012 19:30,118.57,,,,,,,,,,,
22/08/2012 20:00,116.26,,,,,,,,,,,
22/08/2012 20:30,110.67,,,,,,,,,,,
22/08/2012 21:00,103.24,,,,,,,,,,,
22/08/2012 21:30,95.00,,,,,,,,,,,
22/08/2012 22:00,50.27,,,,,,,,,,,
22/08/2012 22:30,50.20,,,,,,,,,,,
22/08/2012 23:00,46.10,,,,,,,,,,,
22/08/2012 23:30,46.14,,,,,,,,,,,
23/08/2012 00:00,44.65,,,,,,,,,,,
23/08/2012 00:30,45.37,,,,,,,,,,,
23/08/2012 01:00,43.73,,,,,,,,,,,
23/08/2012 01:30,43.45,,,,,,,,,,,
23/08/2012 02:00,43.47,,,,,,,,,,,
23/08/2012 02:30,43.46,,,,,,,,,,,
23/08/2012 03:00,43.49,,,,,,,,,,,
23/08/2012 03:30,46.82,,,,,,,,,,,
23/08/2012 04:00,48.00,,,,,,,,,,,
23/08/2012 04:30,49.06,,,,,,,,,,,
23/08/2012 05:00,55.00,,,,,,,,,,,
23/08/2012 05:30,56.41,,,,,,,,,,,
23/08/2012 06:00,59.35,,,,,,,,,,,
23/08/2012 06:30,62.58,,,,,,,,,,,
23/08/2012 07:00,125.72,,,,,,,,,,,
23/08/2012 07:30,128.86,,,,,,,,,,,
23/08/2012 08:00,110.00,,,,,,,,,,,
23/08/2012 08:30,110.00,,,,,,,,,,,
23/08/2012 09:00,110.00,,,,,,,,,,,
23/08/2012 09:30,110.00,,,,,,,,,,,
23/08/2012 10:00,95.00,,,,,,,,,,,
23/08/2012 10:30,95.00,,,,,,,,,,,
23/08/2012 11:00,92.00,,,,,,,,,,,
23/08/2012 11:30,92.00,,,,,,,,,,,
23/08/2012 12:00,92.00,,,,,,,,,,,
